OWNER_ID,ID_TYPE,LICENSE_PLATE,VEHICLE_MODEL,VEHICLE_TYPE,REG_DATE,IU,MFT_YR,VEHICLE_REGISTRATION_NO,VEHICLE_COLOR
WBAWL135X9P734161,2,1G6AA5RX3F0925219,Thunderbird,Ford,8/31/2015 14:34,SCBCR73W88C724964,2012,b30c00cc-db3b-40c9-8928-815f8892e41c,Violet
WDDEJ7KB4BA696021,3,1GYEC63T63R361894,S80,Volvo,6/12/2017 0:54,1G6DC8EG4A0290454,2008,dd793010-7916-49c9-a3ef-2cea0d2e8119,Teal
WAUEF98E16A780843,1,1G6YV36AX85924100,Gallardo,Lamborghini,12/7/2016 5:09,WA1LMBFE1CD048310,1998,d135cac6-428d-4d72-89bb-2100612ed694,Orange
5GADV23107D534106,3,1G6KP5ES0BU397557,Freestyle,Ford,2/16/2016 15:21,JN1CV6EK3BM742113,2003,7b2e1691-6d8d-4e12-b48b-b3abb0cb0fc6,Violet
WA1BY94L98D619849,2,ZFBCFADH0EZ783523,Quattro,Audi,4/26/2020 5:46,5TDBK3EH2BS371910,2006,ff93a1c2-d9a0-4c33-ac1b-6a1f0ca650e5,Red
KNAGM4AD6C5083529,1,1G6AB5RX9F0894734,E150,Ford,12/1/2016 7:14,1GD12ZCG2CF787221,2010,97290a58-c4e1-42d6-ae20-1a05a4639fa8,Violet
5J6TF1H58DL214993,3,4T3BA3BB6DU681109,Miata MX-5,Mazda,12/13/2021 2:55,WBA3R5C54EK453814,2012,1aad0d09-d108-46c0-9c81-1fb4f468a923,Khaki
JHMZE2H37ES934167,3,1FTEX1E85AF480893,Galant,Mitsubishi,4/26/2020 9:02,WBAVL1C56FV486638,1995,13c82a72-417c-45e8-9a4b-4f137cb98ecd,Puce
1N4AL2AP5CC788883,3,WVWEU9AN2AE866117,Aztek,Pontiac,11/4/2020 21:55,WAUCH74F69N353272,2006,4639d3a0-d6dd-4e9f-83e2-f9fed2bd4935,Pink
1N6BF0KX3FN377965,1,1N6AD0CU1EN895531,Alero,Oldsmobile,7/25/2018 10:24,1FTEW1C87FK687502,2003,179f4c28-a369-4e30-8a5c-6e46c849c447,Yellow
3D7TT2HT9BG400299,2,WA1VMBFE7BD872593,Patriot,Jeep,6/30/2019 18:39,WAUXL58E85A448472,1998,079620a6-22b5-438b-b33a-52bd439d2aa1,Violet
1VWAH7A39CC427045,1,1GKS1KE06ER424106,Outlander,Mitsubishi,3/6/2015 1:09,1J4NF1FB3BD900691,2009,11299b91-a9a5-4fa3-826b-cb4ec7a8ca61,Green
KNDPB3A21B7505405,2,JN1CV6APXAM608408,Electra,Buick,12/26/2021 20:57,SCFFDABE9CG929162,2002,423ee198-a8af-4cc8-a33f-ded277aca5a7,Khaki
WBAVD535X8A911857,3,WAUAFAFL1DA109154,Neon,Plymouth,5/18/2021 13:15,WAUMGAFL7AA649372,1991,d39180a9-ea29-431b-a0bb-587e7316a37f,Teal
1D7RV1CT0BS862930,2,1G4GA5ER6CF756770,Savana 3500,GMC,10/5/2021 13:17,WAUGGBFC6CN067598,1994,dedd27d2-ec95-4708-b067-d1cf97e46ec9,Puce
WAUKFAFL9EA629107,3,1G6DV57V380122870,Pajero,Mitsubishi,11/6/2018 20:33,1N4AL2AP8AC638828,2007,5858bd6f-8a16-4102-bc79-5e5af48aaaea,Blue
1C3BCBFG4CN652857,3,3D7LP2ET1AG794596,SC,Lexus,10/15/2018 8:30,JTJBM7FX6B5263106,2006,cd3c7b75-b0c8-47f8-940a-7e5a434dbe24,Goldenrod
KNAFX6A8XE5630807,1,WBALY1C51ED578253,F430,Ferrari,1/1/2015 3:25,1G6AY5SX4F0733801,1988,394df597-c442-4fb8-b9ae-f028529daa4d,Aquamarine
WAUHF98P38A864292,1,KMHEC4A42EA050188,Cavalier,Chevrolet,9/21/2016 11:28,JN8AF5MR8ET749146,1999,282f7088-e627-4628-9c05-22117a802d16,Red
1G6AF5SX5D0677547,3,WBAKB0C52AC488584,M-Class,Mercedes-Benz,10/8/2016 11:37,1N6AA0CJ1EN388787,2012,2f6d8a40-bdbf-4acf-abc8-6f942cd357f9,Mauv
WVGEF9BPXFD993166,3,WAUKFAFL1DN281262,VUE,Saturn,5/18/2016 3:03,2C3CA5CG9BH682864,2006,d2e39ea3-88b6-435e-9762-0af1eddbdef8,Mauv
WBSBL93486P011324,1,KM8JT3AF2FU786946,Miata MX-5,Mazda,4/24/2021 12:35,5N1BA0NE3FN127486,1995,c50b1c91-bf2c-4262-a57b-0a5c75cd83cd,Purple
YV1902MCXF1473005,3,5GAEV13D99J738951,Tiguan,Volkswagen,10/9/2016 20:56,WBA3A5G54DN082507,2006,bfc42b71-f978-4450-b8d4-1e21f26b6d77,Green
1G6KE57Y31U927171,3,4T1BF1FK3EU879558,3500 Club Coupe,GMC,4/13/2019 6:55,WA1VMAFE2FD007000,2000,924b7bed-bc1f-496b-8d21-0b6ad81661c5,Violet
WAUVC68E83A227450,2,JN1CV6FE4CM605286,V70,Volvo,3/2/2020 11:25,5N1AN0NU7CC902953,2006,5c23c45b-368c-4731-beac-ad66c0ac06ed,Indigo
1C6RD6FP5CS418315,1,WBAAX13444P258780,Grand Prix,Pontiac,6/17/2021 9:10,1GD01XEG7FZ304695,1999,cf032d26-78ec-4c2b-a07d-bce55fd48951,Crimson
1YVHZ8BA4A5496643,2,WBAFU9C57CD359530,G,Infiniti,4/12/2020 14:51,WVGAV7AXXCW525834,2011,aa11058d-e601-4727-8402-d71c3871bfe0,Red
WAULT54B93N781764,3,WBAEB53528C732030,Sierra 3500,GMC,12/18/2019 13:26,3D4PG4FB2BT150419,1995,3becf0bf-9ba3-4731-926d-1364675e297b,Teal
4USFE43537L127693,1,WA1YD64B63N300584,del Sol,Honda,7/19/2020 18:05,WBAGL83555D615488,2003,266b29f5-7297-4066-aad5-cec09566fa8b,Red
1GYS3NKJ5FR354596,1,WDDUG7JBXEA306488,Celica,Toyota,12/5/2016 9:31,WBAEH73465B618485,2000,cd16faed-5411-4336-ad3a-5f759eb11f30,Violet
5BZBF0AA5FN751699,3,WAUBFAFL8AA882199,Windstar,Ford,6/17/2016 1:26,JM3KE2BE6D0557443,2001,2d538fb4-7ab2-4e5d-89c5-6623fa038457,Goldenrod
WBAEU33432K832334,2,WBA3A5G57FN761691,Clubman,MINI,9/5/2020 13:28,YV4952CF6B1751814,1993,724dd7ac-ecc5-4993-adf1-c44b82fdabfe,Turquoise
WAUJC68EX2A746304,2,WBA3B1G50FN271213,MX-5,Mazda,8/13/2020 0:53,1D7RW2GK3BS612747,2008,ef1292a1-f68f-4c96-98ba-daee0be1ff56,Green
WVWGU7AN6CE662369,1,1G6DK67V680569109,F350,Ford,2/26/2016 2:27,WAUVFAFH9DN466507,1997,f9c5d416-c2c6-499e-b44b-24dc56d6c213,Indigo
KNADH5A30B6595445,3,1N6AF0LY0FN941199,Sentra,Nissan,4/11/2015 12:04,WDCYC3HF6FX797028,2002,26d37c48-95ff-42c4-a009-066380bef2dc,Green
WBAWB33509P507639,2,JA32U2FU1DU090355,914,Porsche,7/16/2021 0:41,WA1DGBFE5CD221175,1983,b4eb64ee-a6d4-4dd3-9533-1adf6acabf3c,Yellow
WAUHFAFL6DN750470,2,WDDGF4HBXDA249003,Blazer,Chevrolet,12/25/2017 6:54,5NPDH4AE6DH493185,2005,8ffb0d52-1ee0-40cf-ac30-de3a849cd5ab,Blue
3N1CN7AP3FL417663,2,WAUJT68E65A067974,Sebring,Chrysler,12/10/2015 19:01,JN8AZ2KR1AT284552,2005,0198a699-4c43-449e-8916-9779baf14a7c,Aquamarine
1G4HJ5EM4AU751391,1,1N6AA0CAXCN603631,Sonata,Hyundai,6/19/2019 2:41,1G6DC1E32D0672345,2001,1dbe3e8f-04e5-4d09-a6f8-f9b98e62aec5,Teal
1G6DW67V780192746,3,1N6AA0CH2FN620537,Outlander,Mitsubishi,8/23/2016 5:51,KNDPB3AC0E7995350,1994,c0b77e07-13ee-40f9-9084-ff3f07112698,Pink
3D73Y4CL5BG770511,2,WBANV1C51AB902437,Aviator,Lincoln,3/5/2018 14:19,KMHD35LH4FU676309,2007,17ff76b8-e578-436b-9f1c-529523bf9ef4,Crimson
JH4CL95847C136064,3,1G6DV1EP1D0243114,Endeavor,Mitsubishi,6/30/2020 9:32,1G4PR5SK0D4616646,1985,45ea012c-72bf-4067-9735-48c9c3ecb8f7,Blue
WDDHF8JBXDA892960,3,WAUSH98E96A664139,Montego,Mercury,7/6/2018 21:22,3GYFNAE33ES973369,1993,10d94f85-0eb8-43ab-bf3f-eda13a9a4436,Green
3C3CFFDR4CT347334,3,WBADR63451G563141,C-Class,Mercedes-Benz,11/19/2017 15:13,19XFB4F28DE306218,2004,d62cf1ce-f6d0-4bc4-92d4-4f925aa843bb,Teal
1GKUCGEJ9AR884802,1,WUARL48H94K552402,300D,Mercedes-Benz,6/17/2019 2:12,YV1902AH4E1967049,2000,229d7a23-239e-4de0-aeeb-43ed1d86d3e3,Aquamarine
JN8AF5MV2FT638476,2,3C3CFFHH6FT874300,Tempo,Ford,1/24/2016 10:08,WAUFL54D91N698914,2003,9f2b0a35-7d9a-4f47-ba8f-43156b8aa208,Pink
3GYFNCEY0AS257899,1,2G61R5S35D9256065,RX,Lexus,2/23/2015 15:01,JTHDU1EFXB5840509,2003,874f9a41-1987-4ca9-a342-e3c0f972af1b,Red
JN1CV6EK9AM635842,1,WA1LGBFE3FD809835,GT-R,Nissan,2/5/2018 16:36,JM1NC2JF6E0629393,2008,53f4d4ef-1037-4d76-9a3d-69e4085805ec,Orange
3C4PDDAG1FT702619,2,5J8TB3H39GL011709,Camry Hybrid,Toyota,9/15/2016 23:03,4JGBB9FB0BA775195,1994,684fefb9-45b7-483c-9318-77855201bf9e,Turquoise
WAUKH74FX6N993427,1,JN8AE2KP9C9082052,Pajero,Mitsubishi,3/16/2017 13:08,JH4CW2H58DC396690,2002,df2b106b-a645-44e8-af27-edc9984757ab,Crimson
1D7CE2BK1AS878380,3,WP1AA2AP0AL922367,MKX,Lincoln,2/2/2019 20:56,1FMJK1H54BE676194,2002,1b145ce1-3d16-4c08-9959-8a6e5fd9fed5,Puce
SCFAB01EX9G071592,2,WAUKF78E38A078226,Stratus,Dodge,5/8/2019 4:51,3N1AB6APXCL064554,2011,a5ed09f4-8d44-4161-a2d4-dfdefcf3aa85,Aquamarine
1G6DS5E35D0706918,2,WAUBFAFL8DN584474,S2000,Honda,3/21/2017 4:32,WAUML64B74N138759,2010,09468839-1735-4b97-b758-ca0f1acd0bc6,Puce
SCFAB42381K978038,3,WAUFEAFM4AA953721,Safari,GMC,9/19/2016 13:50,WAUEFAFL9EA658507,1994,c87ee499-2c49-469c-954b-b6651bc12b21,Fuscia
JM1NC2LF4C0183707,1,SCBBR53W76C553444,GS,Lexus,12/22/2018 2:40,WAUEF98E28A472535,2012,575374a9-b8d5-4da4-9f51-c18e2ddaa2db,Puce
1N4AL2AP0CN505259,3,WVWAP7AN5EE118672,G-Class,Mercedes-Benz,4/6/2017 19:23,JN1AZ4EH0FM757033,2011,0e20ebb3-ba9e-4aca-be1e-677686b59002,Blue
1GYS4HEF1DR215682,2,JHMGE8G39CC080740,Metro,Geo,6/30/2020 16:28,3C63D2GL7CG518188,1996,3fa654bd-1472-4ac2-af2a-1348c3cc57f5,Maroon
WAUDH74F37N739746,1,1FTEX1E86AF640389,Tundra,Toyota,7/7/2016 6:44,WAUAF98EX5A849798,2006,b4232d49-e7d9-47d9-a761-540ed46a1319,Green
1N6AD0CU3EN154880,3,YV1672MW9B2686217,Tahoe,Chevrolet,9/26/2016 11:13,WAUBFAFL1BN470586,1994,2c86837f-0037-41f7-b24a-6556c86012a3,Crimson
SAJWA4ECXFM549970,1,WAULT68EX2A527075,Pacifica,Chrysler,11/28/2018 18:10,WAUHF78PX8A354493,2008,3e327c65-b1c8-44fc-a029-b02080a6a43e,Fuscia
4JGDF2EE8EA378838,3,WBAKN9C56ED462338,Express,Chevrolet,9/27/2017 17:54,WAUJT58E54A545083,2012,4f7dc77d-05aa-4403-8d30-ceb5da62b82a,Indigo
WBANV13578B525056,1,3D7LT2ET6BG360896,Galant,Mitsubishi,3/13/2015 13:27,KMHHT6KD1BU071342,1965,63556043-c8c9-48e8-898a-86bb41089ded,Orange
2HNYD18753H244171,3,4T1BF1FK1EU135036,New Beetle,Volkswagen,9/2/2015 18:26,YV140MEA0F1344015,2003,c799a5b9-abec-4f29-b72d-2ad2e4a9e472,Puce
WAUFGAFB4BN520208,2,3C6JD7AP1CG013988,Explorer Sport,Ford,3/23/2018 6:02,1FTMF1CW9AK489037,1993,5276a9c6-3070-4547-9977-af9d6706b224,Khaki
1GTN2TEH5FZ348882,2,WBAKG7C55DJ048661,Tempest,Pontiac,10/27/2019 1:24,1GD322CG3EF158814,2005,40dfcdd8-db40-40bf-ab68-90334b1fb5bb,Green
5UXKU2C51F0352561,2,WAUFFAFL0AA900910,911,Porsche,8/2/2021 21:58,YV126MFK8F2030569,2004,c63592c8-114a-4b76-bdcf-5de565416390,Aquamarine
1GYS4AKJXFR178599,3,5TDBKRFH8ES646329,Country,Ford,5/13/2018 20:47,1B3CB5HA3AD613405,2003,0dd6cbb4-08b5-4d09-bbd4-5a2d6db3086b,Red
1FMCU0C74AK855759,3,JH4CW2H6XDC136977,Freestar,Ford,9/5/2021 20:03,WBADR63492G926686,2001,ca78166c-e15d-4d58-bc7f-9e845f5db7ff,Yellow
1G6DK8EYXB0884219,2,SCBBB7ZH5EC068646,Boxster,Porsche,7/13/2018 14:36,3VW517AT2EM845020,1998,4496510b-7ab5-449c-b416-641a3f4c10cf,Aquamarine
5UXXW3C53F0160600,3,1N6AA0EJ6FN562190,929,Mazda,8/12/2016 21:59,3VWKX7AJ0DM466709,2004,72b3a637-56a6-49c0-ad4c-0bd12a102e02,Green
5GAKVBED7BJ405255,3,WBAPN7C53AA115054,Mazda3,Mazda,8/5/2021 4:31,1FBSS3BL5AD370531,2012,03f4c245-2ccc-4816-b823-5516c3d5e406,Puce
3GYFNGE34DS118049,1,3C3CFFCR2FT107205,Space,Mitsubishi,10/19/2021 17:33,WA1WMAFE8FD741208,2002,862bcc6a-7093-4313-a19d-1d9e859f954e,Mauv
WBAWB73507P765275,3,1LNHL9DR4BG241752,Cirrus,Chrysler,8/17/2015 23:26,1G6AG5RX1D0745328,2008,6959817d-756f-4235-9a50-02a52e9ece45,Red
WP0CA2A87AS860297,1,SCBFT7ZA4EC681956,Quest,Nissan,1/24/2021 22:02,5FRYD3H67FB423734,1995,540f5904-139e-419a-b7b2-ea37e5292d93,Goldenrod
KNADH5A30B6125447,3,JH4DC54864S149124,Savana 2500,GMC,11/12/2015 13:19,JH4CW2H52CC086632,2011,c2374822-e6e5-49d4-af3a-b3a1f1fb6444,Turquoise
5N1AN0NW2EN842251,2,WAUCFAFHXDN982608,929,Mazda,4/24/2021 3:38,SCBBR9ZA3CC072511,2011,4e42e747-59cc-44cc-9b59-83bdc6c1b987,Green
WAUHGAFC4FN931826,1,JTDZN3EU2FJ003720,E-Class,Mercedes-Benz,3/3/2020 20:06,1G4HR54K13U723723,2000,66c1c4a9-55cb-42b7-81d4-bbc154c4163e,Teal
1C3CDWDAXCD281216,3,WA1C8BFPXDA225364,Grand Voyager,Plymouth,9/4/2020 11:43,5UXFF03569L115213,2000,5f4decc7-f784-4327-8755-bdfaaa392ef9,Indigo
YV4852CTXA1225301,1,2HNYD2H8XDH755889,C70,Volvo,12/2/2021 16:49,3C6JD7AP8CG257430,2009,db66131c-6906-4d90-b4d3-0f25c98baed6,Red
1FMCU0F70FU165580,1,JH4KB26589C410136,Accord,Honda,11/29/2019 17:06,SCFBF04B28G896342,2008,796fad46-3ed4-4d47-9826-52048db106c8,Green
WP0AB2A87CS839912,1,WBA3B5C54DJ535888,Caprice,Chevrolet,1/12/2019 10:14,WBAVA33527F719010,2004,54e7ad14-beb8-41ce-9c49-debada7ba067,Maroon
WBA4A7C57FG106490,3,1FTEX1CM1BK764885,Town & Country,Chrysler,5/1/2017 12:17,2T1BU4EE9DC231113,2000,9fe0cae3-3447-4288-90d6-c9488e69f14a,Maroon
WAUDG94F95N679080,3,YV140MAM6F1198560,GS,Lexus,12/9/2020 11:10,1G6DP8E31D0509733,2009,cd6129d7-b582-4d3e-9d75-ac6a283249be,Yellow
2G4GN5EX1F9846991,1,WBAWR3C50AP445627,E150,Ford,10/10/2021 12:22,5GAKRBKD7EJ091104,1989,46a0219d-7662-4494-b842-6fe9b1c20f76,Blue
2HNYD18903H207675,3,JH4KB2F64CC943911,Aerostar,Ford,8/7/2015 18:06,KMHTC6ADXDU330487,2000,2b4b0b34-f2f8-4fa0-a75b-e79ab5f619bd,Yellow
JTHBF1D25F5359721,3,1C6RD7LPXCS686710,Altima,Nissan,11/24/2015 12:46,WBA3B3G52DN711070,1985,f0b69f59-6524-4aa3-a232-9248db0e76cf,Khaki
3VW467AT7DM848037,1,1G6DL67A780224827,MX-6,Mazda,5/14/2016 10:14,3D73Y4CL6AG195785,2011,a05ee1dd-f455-4a76-92a3-9bb3f7e749b9,Violet
2HNYD18861H793139,1,1G6D25ED7B0120811,Sprinter,Mercedes-Benz,8/13/2021 11:28,WDDLJ6FB2FA050588,2012,d9cbd3e5-292d-42e4-b093-3bb597a89b24,Orange
WDDHF2EB9DA190569,1,WBA3A9G51FN902956,S2000,Honda,11/25/2020 3:04,3N1AB7AP9FL509103,2000,f6746a23-102b-4a57-ba74-101bf2929252,Maroon
1G6AZ5S30E0801648,1,JN1AJ0HP8AM416636,MKX,Lincoln,4/27/2020 10:20,3C63DPHL3CG492412,2010,d98ca545-843c-4c7b-af53-c313cc9d5a42,Pink
WBAEH73445C547197,3,WAULT68E45A080845,Jetta,Volkswagen,12/5/2018 11:15,SCFAB42391K538233,2006,e3dc059c-3c21-4b11-99ec-ff4563a16793,Crimson
1D7RB1CT1BS805032,2,1GYFK46818R238045,Elantra,Hyundai,5/21/2017 16:16,WBA3X5C53FD506370,2012,f68497fb-119c-4be5-89ce-97065e18c74f,Pink
JN1CV6FE4AM655442,3,1HGCR2F38EA668759,CR-V,Honda,10/4/2017 5:03,5LMJJ3H50CE819402,2011,5e827e86-5b51-4213-94b6-e4a07e7adaed,Puce
WDDEJ7GB5BA588113,2,3C3CFFER1DT663192,Yaris,Toyota,11/11/2021 22:22,1G4GJ5G37CF943878,2006,5bec3424-8234-48f0-a455-84c17ae48a7c,Turquoise
KNDJT2A54D7819950,3,2HNYD2H88CH938996,Cayman,Porsche,5/26/2016 15:01,19VDE1F33FE378588,2009,18a3787b-d281-4f0b-9700-d2a22c1965cb,Maroon
WDDEJ7GB9AA916373,2,WBABN73423P826522,HHR,Chevrolet,7/1/2015 15:41,YV1672MK6C2544373,2008,c340cac1-2f60-48f9-b53e-24f4bb9290a2,Violet
WBSBL93416P729023,2,JM3TB2BV5E0146808,RDX,Acura,10/5/2016 18:05,JTEBU5JR9A5884964,2006,bdcd0a4a-e2d6-4b5c-806b-6dadce363769,Puce
JN1CV6FEXAM397959,2,3GYFNGEY6AS672832,Caprice Classic,Chevrolet,6/9/2020 12:11,YV1612FHXE1990957,1997,1be68a89-de5d-4fe6-ae93-8eb2a05c3453,Crimson
5GALRAED0AJ521110,1,1G6AD5S36D0349220,Leone,Subaru,7/4/2018 20:25,WVGAV3AX5DW217304,1996,cfa9ce7d-53b9-4dc6-9b8e-df5eeef8136e,Fuscia
WAUBH74F56N001226,1,JN8AZ2KR3CT681201,Grand Cherokee,Jeep,7/26/2018 9:22,WA1VFBFL5DA844949,2003,b2410bc2-67ce-4fbf-bd91-99a201e95437,Pink
TRURD28N461706839,1,WBAYA8C59DD706644,V50,Volvo,3/4/2021 1:43,SCBGT3ZA1FC697353,2004,69b13376-774e-42a3-88b1-64b9e0b503d1,Teal
SCBLF34F62C747215,2,4T1BD1EB7EU115929,Quattroporte,Maserati,5/4/2021 20:20,WBANV9C59AC069818,1996,f307833a-e381-4c7b-8c50-a56e6c150625,Crimson
TRUWX28NX21262158,1,1C4RDHEG8CC127176,Grand Cherokee,Jeep,8/10/2021 9:18,WAU4FAFL3AA450676,1999,d658996b-766f-425d-b74a-7f0c38982ea4,Fuscia
WAUFMAFC6EN112959,2,1FTEW1CM2DK432525,Tracer,Mercury,10/30/2021 0:35,WAUKH98E57A729716,1995,7184e1a1-25a1-4d5d-b1ca-ab456c6eb78c,Orange
1FMJK1HT4FE013762,1,1G6YV36A385112850,Grand Caravan,Dodge,6/8/2017 12:06,1FTMF1CW1AF999505,2008,d0f93796-fdbf-43bf-8361-a08d0bf070d3,Green
WUAGNAFG5CN354715,1,3C4PDDDG6FT740097,Mazda5,Mazda,8/22/2015 14:43,1D7RW2BK0AS939404,2006,1de26788-07b3-4556-bfc6-8f0f3103e133,Green
1C4NJPBA2FD805193,3,WAUKGBFB4AN592674,S-Series,Saturn,9/9/2019 6:46,WDDUG7JB1EA011196,2007,e8987376-b605-42ba-b619-841f39661cdb,Aquamarine
WAUEF78E48A963953,1,3LN6L2LU8FR530801,S5,Audi,9/18/2017 0:18,SCFFDABE2BG395968,2000,76137ae3-cc72-47e5-a667-f3f43ca6be2f,Teal
KNADM5A36E6651596,2,3D73M3HL9BG700153,Thunderbird,Ford,2/28/2019 13:04,3D7JB1EK8AG377984,2011,5c2f8d1c-ce40-472e-b5b0-d08a6e5ffdc6,Blue
4USBT33534L765646,3,WBAWL73519P996833,911,Porsche,6/8/2015 0:13,3HGGK5G5XFM195507,2011,43c4e915-0c50-469b-9c61-646211f0aaf1,Blue
WAULT68E35A077595,1,JM1GJ1T69E1945645,Grand Vitara,Suzuki,3/29/2018 4:20,WA1WKBFP6BA352589,1986,61c90c90-eb68-4a28-8e2b-2867f84ce75a,Maroon
JA4AP3AU5CZ565647,1,1GYUKEEJ4AR321945,Blazer,Chevrolet,7/27/2018 11:02,1G6AB5RX6F0429716,2011,a9f9f365-0566-4e0a-98c2-7454f8951659,Turquoise
1G6DA5E52C0626124,2,1C4RDHDG5DC165614,Chariot,Mitsubishi,3/15/2016 8:17,2C3CCAAG5EH790831,2001,71b5adcb-d0b9-41c0-b0e0-40da92174902,Purple
JN1BV7AP1FM800521,2,1YVHZ8BH3C5769183,Grand Prix,Pontiac,11/5/2021 20:37,19UUA66216A342166,1993,da588051-88a1-4e3b-98c7-911c29907e58,Teal
1G4HJ5EM4BU409103,3,SAJWA4DC4AM819964,L-Series,Saturn,3/28/2019 8:36,SCFEBBCFXCG022757,1990,9e7389ae-3196-4e27-bef3-72eedb746c98,Maroon
WAUFFAFM8AA858592,1,1G4HR54K63U993191,Corvette,Chevrolet,10/2/2018 15:57,NM0KS6AN1AT882115,1992,5dd1fb76-4685-4f1c-bf54-1608a0bd7a8f,Indigo
3C3CFFER8FT429215,2,SCBEC9ZA0FC833966,I,Infiniti,8/14/2015 21:07,JM1CW2BL6C0641723,2004,2219f53d-d8cf-4e9f-93d4-de435d093919,Purple
5GADX23L06D890775,2,JTHBE5C20B5421628,Enclave,Buick,5/28/2017 11:59,5J8TB18598A443395,2008,691f97dd-9f29-44aa-b4c6-f7ac26561b50,Puce
2HNYD18675H528010,3,1GYEE437680730282,Camaro,Chevrolet,8/18/2019 3:17,1G6AG1RX6F0281366,2012,a6fff6ee-58d1-4469-922d-ea4ddce61558,Mauv
1C3CDFCBXED380423,1,WAUKF78EX6A073800,Tacoma,Toyota,11/22/2018 2:54,WVGAV7AX3AW413244,2005,518bb092-b0ff-4e3d-ba92-462383b60fb8,Fuscia
2C3CCAAG8DH950604,2,3VWJP7AT1CM548931,Coachbuilder,Buick,2/17/2016 2:20,1N4AA5AP1EC056678,2002,7cb1c69c-a396-4552-99bb-8827bdf03b6a,Blue
WBAVB73597P394435,2,1N6AD0CU5CN775731,Elantra,Hyundai,12/11/2020 5:04,WBAPH7C56AA223949,2009,5e36fd8b-3ec7-499b-82d0-aa7386eb6199,Mauv
WBA3B3G53FN569203,1,4T1BK3DB2BU678501,Suburban 1500,Chevrolet,6/8/2015 12:55,WAULD54B94N149684,2006,9f632b74-d606-42df-9f4c-fc6e652ca820,Goldenrod
1G6AA5RX5D0053753,1,WAUWGAFB4BN466747,Stratus,Dodge,5/9/2015 7:40,1GD010CG5BF328774,2012,bac438d2-8718-4bc8-87cb-32c0a753b5fc,Turquoise
WAUHMBFC3EN662344,3,WAUYP64B51N485914,Cordia,Mitsubishi,4/7/2016 5:08,3N1BC1CP1CK013306,1991,5fbd011c-366d-454d-81c3-e415ae6d1e1f,Teal
1G6DV1EP8D0418412,1,JN1AJ0HP4CM353666,Mustang,Ford,11/29/2021 15:26,SCBZK25E52C499030,2005,dfd01824-4b5f-4fc4-b342-86d134b66ecf,Teal
SCBDP3ZA9BC012663,1,1N4AL3AP7EC461166,Regency,Oldsmobile,4/17/2015 23:34,1FTSX2B58AE832843,2008,362f2a33-1a67-4480-a558-44a76a7f4cf4,Aquamarine
2LMDJ6JK9DB763236,1,WBAUN13568V978191,Fairlane,Ford,12/24/2015 22:10,1G6AB5RA1F0716151,1994,2ed357b5-8960-4aeb-91f9-3acaff3dd109,Red
4A31K2DF8AE041518,3,1G6KH5E61BU935585,Esprit,Lotus,5/14/2015 1:08,1N6AA0CH6FN005165,2005,652eb313-c85c-4845-bd4a-277aeae7ee16,Aquamarine
1C6RD7MTXCS706286,3,1G6DL1ED6B0490749,LX,Lexus,1/16/2017 22:27,1C4SDJCT0EC188629,1990,38d75294-82a4-439d-8676-87e725f4874f,Yellow
1FTWX3B57AE444476,3,KMHTC6AD7DU730863,LX,Lexus,11/2/2021 4:33,WAUMGAFL1CA532339,2002,e8b1decd-c073-44cb-b338-2cae92241d36,Yellow
3VW467AT6CM857469,3,1D7RB1CT2AS503179,Z4 M Roadster,BMW,9/20/2020 6:12,WAULK98K69N945033,1999,5fe279d4-b455-4bfc-a74e-891f90f8efaf,Pink
5J8TB4H50EL850703,2,WAUKFAFL4DA717383,3-Sep,Saab,10/22/2016 4:06,WUAGL78E66A269561,1992,61068dbb-cb29-4cf3-b998-336f77369fae,Purple
JTDJTUD31ED917570,3,WVGAV7AXXBW082020,Jetta,Volkswagen,8/18/2021 18:59,WAUFL54D01N505386,2002,a137de82-d31f-4b57-b6ed-33aaba280236,Pink
WAULFAFH9EN818235,3,1GYS4TKJ4FR240462,Nubira,Daewoo,7/1/2016 16:55,1D7RE2BKXBS880866,2013,6660f774-2578-48b9-8dd0-be83a89340ef,Yellow
1FTEW1C85AF859172,1,WBAWL13587P611052,E250,Ford,6/12/2019 15:58,1G6AK5SX2D0895974,2006,ad1c61bf-898c-44f7-9ce7-945611564d44,Pink
WBA3B5C50EP522649,3,WAUNF68PX6A261905,Riviera,Buick,1/7/2015 2:33,1G6AB5SXXD0538977,1996,c5540445-0cfa-43af-ac53-c00202eb06d2,Fuscia
SALFR2BN0BH666082,2,3D73Y4EL0AG023474,Integra,Acura,8/20/2021 5:50,WAUYP64B91N023937,1994,725e3750-7fd0-4278-9d61-d200688bd802,Yellow
1G6ET12971B864261,2,WBAPK7G56BN968609,Crown Victoria,Ford,8/18/2019 3:45,2C4RDGEG0ER980675,2010,09343039-be23-47e0-b2ed-c070cd2e586b,Aquamarine
KMHTC6AD9EU353485,2,SCBDC3ZA3DC202506,Phantom,Rolls-Royce,6/27/2015 20:08,WAUFGAFC4FN276851,2005,4f05bcd4-aa21-4755-8572-97723d6913ae,Aquamarine
WA1LYAFE9AD171977,1,5NPEB4AC7EH369142,Cabriolet,Volkswagen,6/9/2017 7:23,3VW4A7AT6DM795443,2008,9cbb9a54-8526-4d56-b57e-a67d5d66b5c3,Crimson
